2.859124282999999878e+00	3.818861962999999804e+00	2.800760003999999803e+00	1.212586600000000070e+00	6.044790623000000362e-01	-8.867112351999999476e-01	-1.532783498999999994e+00	-1.728293435999999961e+00	7.873775775000000365e-01	1.815203975000000136e-01	-3.031020182999999868e+00	-5.411241677999999666e+00	-6.729306887999999542e-01	7.469829755000000349e-01	-3.140188930999999739e-01	8.629232904000000426e-01	7.705570763000000323e-01	8.486702293000000230e-01	-1.608209447999999986e+00	-2.429820637000000172e+00	5.976201957000000231e-01	-1.320262008000000042e+00	-2.484956653999999876e+00	3.512286061000000070e-01	-1.854148592000000040e+00	5.026322194000000243e-01	2.931688449999999779e+00	-5.224332887999999508e-01	2.110229804999999903e+00	-2.353758873999999945e+00	-3.591302175000000152e-01	-3.119745667000000111e-01	-1.176316912999999964e+00	-1.099815957999999982e+00	-6.790645891000000045e-01	-2.011952463000000080e+00	1.421911946000000038e+00	1.122931759000000085e+00	-4.248848026000000000e-01	1.705794281000000134e-01	-8.434380554000000529e-01	3.154051159999999854e+00	2.025485031000000102e+00	9.001545967999999842e-01	2.784800000000000164e+00	1.395766896000000035e+00	2.050494051999999900e+00	-7.401950488999999855e-01	1.094293852999999928e+00	-1.519688222000000088e+00	-5.143703170000000213e-01	-4.250462468999999799e-01	-2.711488149000000014e+00	-4.157959759999999783e+00
2.634023299999999956e+00	3.622777001000000219e+00	2.799264446000000017e+00	1.324175906000000014e+00	2.963476863000000239e-01	-6.812305918000000071e-01	-8.868895719999999594e-01	-1.181890757999999986e+00	1.356713126000000047e+00	-1.206119098000000056e+00	-1.874713910999999955e+00	-5.167806095999999627e+00	-8.416429815000000536e-01	7.265011077999999900e-01	-1.044475790999999987e+00	4.796880332999999830e-01	1.429556831999999889e-01	5.541689394000000046e-01	-7.906478571999999705e-01	-2.231896996000000133e+00	-2.719290792999999873e-01	-2.377458627000000213e+00	-1.031605928000000061e+00	-8.193429687000000072e-01	-1.108402665999999925e+00	4.727906868999999790e-01	1.766018349999999959e+00	2.898470035999999972e+00	-2.246493337000000090e-01	-1.585109702000000009e+00	-1.746948562000000038e+00	1.379326029000000009e+00	-1.332964765999999912e+00	-1.758457606999999978e+00	-4.434222400000000230e-01	-1.972937434000000101e+00	1.687550741000000132e-01	6.732433907999999523e-01	-1.556173323999999969e+00	-1.977531063999999894e+00	-1.605963931000000122e-01	2.688535304999999820e+00	1.197155911000000073e+00	-2.364358399999999971e+00	1.971743419000000053e+00	9.362291989000000036e-01	3.356069790999999913e+00	-1.657287303999999961e-01	2.761965824000000014e-01	-1.662774296999999901e+00	-5.253558417000000480e-01	7.265281024999999948e-01	-1.681418196999999948e+00	-1.665112678000000068e+00
3.590315657000000105e+00	4.169251905000000313e+00	2.975582220000000166e+00	7.864309216000000546e-01	-4.650510988000000068e-01	-5.252125354000000135e-01	8.929362203000000553e-02	1.084487465000000039e+00	1.880462456999999971e-03	6.708424149999999697e-01	7.783179632000000181e-01	-6.887935781999999563e+00	-2.284101973000000063e-01	-6.175854860999999696e-01	-9.931569780000000236e-01	1.276305063999999989e+00	4.588543072999999861e-01	1.036453112000000010e+00	7.261099186999999677e-01	-6.232487319999999720e-01	1.854177567000000026e+00	-2.248881642999999819e+00	1.238669126000000009e+00	6.286453786000000266e-01	4.319005041999999794e-01	1.685125608999999969e+00	6.528190548000000204e-01	-9.682101051000000513e-01	-4.999997532000000078e-01	4.871525407000000252e-01	-2.907899675999999989e+00	6.371561863000000381e-01	-8.107869303000000416e-01	-2.228424881000000024e+00	4.159196342000000268e-02	5.982412241000000241e-01	9.494551756000000342e-01	2.290995056999999946e+00	-3.476197630999999788e-01	1.922326656999999939e+00	-9.216948609999999764e-01	2.660287991999999990e-01	1.574691051000000064e+00	2.481146791000000018e+00	5.328583413000000102e-02	6.746474306999999948e-01	4.346666921999999822e+00	-9.680404827999999906e-01	-5.826943425999999704e-01	-4.647662951000000042e+00	-1.526922690999999999e+00	-5.958166337000000423e-01	-3.412380929999999868e+00	-2.254647841000000152e+00
2.930044654000000026e+00	3.850707003000000128e+00	2.664313080999999972e+00	1.866981725999999897e+00	1.814005049000000092e-01	-1.742808404000000033e+00	2.889845635000000135e-01	1.419051319000000033e+00	5.434030170000000298e-02	-1.506974181999999995e+00	1.831818774000000039e+00	-5.015915489000000171e+00	2.994911147000000051e-01	1.366990485000000088e+00	-7.792517084000000205e-01	1.233765709999999904e+00	1.388285572000000079e-01	9.688749300000000231e-01	-4.128703146000000324e+00	9.012215906999999637e-01	8.108027405999999881e-02	-1.924422950000000077e+00	7.177809461999999918e-01	-6.306011043000000482e-01	-6.703811401999999475e-01	9.761507816000000171e-01	-2.418478271000000165e-02	2.755511131000000002e+00	-9.223752203999999733e-01	1.237227218999999989e+00	-2.871836527000000139e+00	-3.376659266999999964e+00	-2.834235889999999758e-01	-2.412800643000000189e+00	4.375815549000000027e-01	1.248788457000000074e+00	-3.424753982000000030e-01	2.203820413999999950e+00	-1.015916421000000014e+00	1.623637237000000066e+00	-1.157146140000000045e+00	3.257671801999999950e+00	-2.136793230999999960e+00	-1.366900176999999994e+00	1.303899826999999956e+00	-5.107447922000000418e+00	3.490410352000000049e+00	8.565715647999999627e-01	-2.009431612000000200e+00	-3.853033416000000155e+00	-1.355462987999999980e+00	-2.369224721000000033e-01	2.795886261000000150e-01	-3.499341128000000190e+00
2.727583356999999875e+00	4.269779866999999562e+00	1.818179629999999936e+00	1.964333899000000105e+00	-1.539823971999999941e+01	-7.706134644000000034e-01	1.173147313000000080e+00	-1.382488060000000019e+00	1.325191179000000108e-01	-1.913219742999999973e+00	1.980595088000000059e+00	-1.716048534000000014e+00	-6.491602886000000239e-02	2.544913672999999932e+00	-2.049811146999999945e-01	2.728571276999999906e+00	-1.927244801999999924e+00	-2.237172669000000003e+00	9.257987904999999407e-02	2.976709303999999889e+00	-4.111330478999999927e-01	1.531673218999999864e-01	-1.204497771000000023e-01	-1.858296893999999977e+00	4.417846082999999924e-01	-8.599655742999999797e-01	-3.121481741000000198e+00	-2.979115446999999861e+00	-9.550169493000000287e-01	2.742814645000000162e+00	-1.475273057000000110e+00	1.932239698999999922e+00	-7.767372267999999913e+00	-1.387162460000000097e+00	1.000508033000000019e+00	-2.191811968000000110e+00	-1.376436129000000008e+00	-4.096396882000000184e-01	-2.452280856000000064e-01	3.791391144999999963e+00	-1.463509557000000072e+00	3.134102910000000186e+00	2.476944764999999826e+00	-4.245227453000000040e+00	6.289666493000000136e-01	-3.959794674999999931e+00	1.735448660000000087e+00	-2.511053788999999981e+00	-3.078958797999999941e+00	-2.378813610999999995e+00	-2.694019964000000211e+00	-6.249133054000000076e-01	4.234349061000000081e-01	1.440630512999999890e+00
1.919207195000000032e+00	3.115502273999999794e+00	1.754325568999999918e+00	2.660352857000000126e-01	1.911460790000000021e+00	-9.510084145999999627e-01	1.159059051999999923e+00	1.015345742999999912e+00	1.766494972000000052e+00	-7.744363348999999674e-02	4.939564463000000183e-01	2.145922956999999798e+00	-1.128215999000000025e+00	1.640064973000000093e+00	-2.003395536000000199e+00	5.758348921999999481e-01	1.295794759000000074e+00	6.084209105000000228e-01	4.794284494000000230e+00	1.911366558999999965e+00	-2.619690791000000019e+00	2.410005941000000096e+00	-2.541462901000000052e+00	-1.592229971999999938e+00	-9.612326826000000546e-01	-1.751764356000000022e+00	-1.401719871000000062e+00	3.452861847999999956e+00	1.111283736000000077e+00	6.333767325000000392e-01	-1.934827947000000048e+00	4.765437418000000314e+00	-4.589682441999999862e-01	5.840995020000000482e-01	-1.860286333999999986e+00	4.026989153000000154e-01	-4.554290317000000421e+00	-2.604225356000000047e-01	-1.087308282000000048e+01	5.566306654999999992e+00	-3.987297478999999867e-01	6.761357096000000233e+00	-5.412934814999999844e+00	-4.872450104000000115e-01	-2.933126098999999876e+00	-6.624615373000000140e+00	-2.521133749000000090e+00	-1.582333921999999893e+00	-1.545994561000000100e+00	-5.401108662999999588e+00	-1.708596334999999966e+00	-4.500061880999999819e-01	-1.155731743999999894e+00	-8.196012796999999628e-01
3.286787322999999983e+00	3.736369117000000184e+00	2.406588171000000109e+00	6.509643987000000021e-01	-9.576742365000000534e-01	-7.021132720999999632e-01	-1.556650002000000040e-02	-5.205153318999999890e-01	1.786379884000000029e+00	-9.105403909999999490e-01	4.607614159000000265e-01	-2.844691457000000145e+00	-2.498691981999999978e+00	2.685008820000000185e+00	-2.382959782999999998e+00	-1.000278985000000037e-01	-2.071792778999999918e+00	-2.241234901999999973e+00	4.870152311000000012e+00	7.374150950000000204e-01	8.176939956000000009e-01	-1.313136179000000014e+00	-8.643370038000000033e-01	-7.930554001999999825e-01	-1.406139475000000028e+00	-1.600715354000000090e+00	-1.279712436000000064e+00	5.558944067999999739e+00	2.614572434999999917e-01	2.321307610999999937e+00	-3.146770866999999861e+00	-4.910511016999999923e-01	-2.536608242999999874e+00	-1.334572051000000037e-01	-1.467244859000000012e+00	7.377665536999999940e-01	-5.676670503999999839e-01	5.505309449999999938e-01	-1.226234102999999909e+00	1.351951332000000061e+00	-2.533431000999999849e+00	-9.062590726000000485e-01	-2.536079727000000172e+00	5.332395925000000148e+00	-8.250256040000000235e-01	-2.637550958999999917e+00	-5.022032914999999598e+00	-3.127186537000000044e+00	-8.051997528000000015e-01	-3.906446045000000034e+00	2.564344438000000004e+00	-3.280329674999999945e+00	-3.510409472000000086e+00	-2.699266832999999810e+00
2.593594303999999795e+00	3.337223214999999854e+00	1.476421742999999953e+00	-9.411184729999999554e-01	2.157144863999999884e-01	-4.974981171999999674e+00	-9.177771152000000487e-01	-1.970836778000000011e+00	7.219471456999999592e-01	-2.753439438000000017e+00	-4.991925079000000265e-01	-1.190367784000000012e-01	-3.533205102999999792e+00	3.685363902000000080e-01	-7.638196842000000153e-01	-1.766067387999999960e+00	-2.382644834999999794e+00	-1.371166998000000081e+00	-5.212362312999999858e+00	6.282237845999999459e-01	3.003743082999999814e+00	1.325122092999999890e-01	-2.665645209000000015e+00	8.131452821000000331e-01	-7.624576719000000224e+00	-1.264762595000000100e+00	2.519340882999999920e+00	-1.294688432000000056e+00	-8.496293855000000006e-01	1.101214345000000039e+00	-6.811765568000000215e+00	6.852467120999999883e-01	-7.483231363000000247e-01	-2.049956460999999841e+00	-1.340564791000000033e+00	-7.155399587999999866e-01	-7.803916841000000382e-01	1.039939324000000109e+00	-1.032054355000000090e+00	9.035859656000000406e-01	-5.921477494000000341e+00	-2.940068846000000180e-01	2.934001219999999854e-01	3.314345281000000143e-01	1.690131424999999910e+00	5.611332694999999759e-01	-3.571849611999999841e+00	-1.699775349000000046e+00	-1.174506145000000057e+00	-1.393956752000000021e+00	1.898824679999999931e+00	-5.420674793999999963e+00	-2.396413417999999851e+00	3.440496223000000242e-01
1.705588882000000028e+00	2.982219364000000095e+00	1.149665359000000109e+00	-1.590007409000000038e+00	-2.638537393000000009e-01	-7.599444763999999575e-01	-1.117837552999999984e+00	-1.445069410000000110e+00	-4.297235390999999960e-01	-1.471681612000000028e+00	-7.485337187999999697e-01	1.676388137000000000e+00	-2.503213430999999822e+00	-2.289141952000000035e+00	-1.133061314000000097e+00	-2.832534165000000215e+00	-1.015267061000000082e+00	-4.942237340000000256e-01	9.117037194999999539e-02	-1.059302390000000038e+00	8.116635782000000132e-01	5.190526537999999857e-01	-2.931005412000000199e+00	7.342306497999999682e-01	-3.850532545000000084e+00	-1.157354951999999965e-01	1.167172338000000087e+00	2.128556371999999808e+00	8.680732418999999311e-02	-4.404107627000000136e-01	-3.231980407999999749e-01	2.242956006000000002e+00	-8.937793696000000399e-01	-2.901723115999999880e+00	-1.331242030000000076e+00	-2.076171232000000089e+00	-1.923933405999999957e+00	-5.782116934999999985e-02	1.607566621999999973e-02	-3.099563696000000146e+00	-1.588356018999999897e+00	1.532083949000000000e+00	-2.212145855999999799e+00	4.977976742999999926e-01	1.605819630999999914e+00	7.727374560999999975e-01	-3.511632478000000224e-01	-2.143542270999999833e+00	-2.333382428000000175e+00	1.375595643000000035e+00	-1.138398846000000075e+00	-1.753119386000000057e+00	-2.324873246000000115e+00	-2.596183438999999815e+00
1.057523532999999905e+00	1.707632038999999935e+00	9.270980505000000482e-01	-2.573115592999999812e+00	1.766763312999999891e-01	-7.596089499999999495e-01	-1.472041077000000087e+00	6.595752148999999703e-03	-2.538825097999999891e-01	-2.115121027999999903e+00	4.676630855999999725e-02	1.456690008999999897e+00	-1.460309126000000068e+00	-2.180772684999999989e+00	-5.285536862999999919e-01	-1.835612793999999992e+00	5.943797369000000108e-01	6.937220009000000243e-02	-1.036113341999999937e+00	-1.670533118000000039e+00	1.066638510999999984e-01	3.098806885000000011e-01	-3.068867510000000021e+00	1.071111044000000012e+00	-1.907092486999999892e+00	-6.734469213999999537e-02	-2.600658062999999798e-01	9.666291167999999656e-01	-9.863631534000000256e-01	-5.294607235999999884e-02	-3.155076536000000154e+00	2.220899136999999968e+00	-8.642135059000000119e-01	-2.362382612000000215e+00	2.964099600999999806e-01	-2.023486503999999964e-01	-4.900575964000000173e-01	9.490962403999999575e-01	-8.797919716000000001e-01	-3.766448325000000263e-01	-3.014035263999999881e+00	-8.835104242999999857e-02	-5.462484289999999798e-02	-2.780115027999999988e+00	6.939621069000000420e-01	9.280989509000000526e-01	4.254679037999999913e+00	-1.269863328000000013e+00	-2.016320944999999920e+00	-1.717493530999999907e+00	-1.068283462999999989e+00	-2.734918927999999916e+00	-7.989481505000000094e-01	-7.895688176999999808e-01
